Year,Discipline,SG_AREA,TX_COR,CO_PROVA,Question_Number,Question_Text,Skill_Number
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 166 - Matemática e suas Tecnologias,"Em  uma  competição  de  velocidade,  diz-se  que  há  uma  ultrapassagem  quando  um
veículo que está atrás de outro passa à sua frente, com ambos se deslocando no mesmo
sentido. Considere uma competição automobilística entre cinco carros em uma pista com
100  m  de  comprimento,  onde  todos  largam  no  mesmo  instante  e  da  mesma  linha.

O  gráfico  mostra  a  variação  da  distância  percorrida  por  cada  veículo,  em  função  do
tempo, durante toda a competição.

Tempo (s)

15

Qual  o  número  de  ultrapassagens,  após  o  início  da  competição,  efetuadas  pelo  veículo
que chegou em último lugar?

100

)

m

i

(
 
a
c
n
â
t
s
D

i

0

0

A

B

C

D

E

0

1

2

3

4

/",20
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 167 - Matemática e suas Tecnologias,"Em  uma  loja,  o  preço  promocional  de  uma  geladeira  é  de  R$ 1 000,00  para

pagamento  somente  em  dinheiro.  Seu  preço  normal,  fora  da  promoção,  é  10%  maior.
Para pagamento feito com o cartão de crédito da loja, é dado um desconto de 2% sobre o
preço normal.

Uma cliente decidiu comprar essa geladeira, optando pelo pagamento com o cartão
de  crédito  da  loja.  Ela  calculou  que  o  valor  a  ser  pago  seria  o  preço  promocional

acrescido  de  8%.  Ao  ser  informada  pela  loja  do  valor  a  pagar,  segundo  sua  opção,
percebeu uma diferença entre seu cálculo e o valor que lhe foi apresentado.

O valor apresentado pela loja, comparado ao valor calculado pela cliente, foi

A R$ 2,00 menor.

B R$ 100,00 menor.

C R$ 200,00 menor.

D R$ 42,00 maior.

E R$ 80,00 maior.

/",4
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 168 - Matemática e suas Tecnologias,"Uma pessoa precisa se deslocar de automóvel do ponto P para o ponto Q, indicados

na figura, na qual as linhas verticais e horizontais simbolizam ruas.

Q

P

Por  causa  do  sentido  de  tráfego  nessas  ruas,  o  caminho  poligonal  destacado  é  a
possibilidade  mais  curta  de  efetuar  esse  deslocamento.  Para  descrevê-lo,  deve-se

especificar  qual  o  sentido  a  ser  tomado  em  cada  cruzamento  de  ruas,  em  relação  à
direção  de  deslocamento  do  automóvel,  que  se  movimentará  continuamente.  Para  isso,
empregam-se  as  letras  E,  F  e  D  para  indicar  “vire  à  esquerda”,  “siga  em  frente”  e
“vire à direita”, respectivamente.

A sequência de letras que descreve o caminho poligonal destacado é

A DDEFDDEEFFD.

B DFEFDDDEFFD.

C DFEFDDEEFFD.

D EFDFEEDDFFE.

E

EFDFEEEDFFE.

/",6
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 169 - Matemática e suas Tecnologias,"Uma  loja  comercializa  cinco  modelos  de  caixas-d’água  (I,  II,  III,  IV  e  V),  todos  em
formato de cilindro reto de base circular. Os modelos II, III, IV e V têm as especificações
de suas dimensões dadas em relação às dimensões do modelo I, cuja profundidade é P e
área da base é 

, como segue:

• modelo II: o dobro da profundidade e a metade da área da base do modelo I;

• modelo III: o dobro da profundidade e a metade do raio da base do modelo I;

• modelo IV: a metade da profundidade e o dobro da área da base do modelo I;

• modelo V: a metade da profundidade e o dobro do raio da base do modelo I.

Uma  pessoa  pretende  comprar  nessa  loja  o  modelo  de  caixa-d’água  que  ofereça  a

maior capacidade volumétrica.

O modelo escolhido deve ser o

A

I.

B

C

II.

III.

D

IV.

E

V.

/",9
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 170 - Matemática e suas Tecnologias,"No período de 2005 a 2013, o valor de venda dos imóveis em uma cidade apresentou

alta, o que resultou no aumento dos aluguéis. Os gráficos apresentam a evolução desses
valores, para um mesmo imóvel, no mercado imobiliário dessa cidade.

3 240

)
$
R

(
 
l

e
u
g
u
a
o
d

 

l

 
l

a
s
n
e
m

 
r
o
a
V

l

l

e
v
ó
m

i
 

 

o
d
o
d
a
c
r
e
m
e
d
 
r
o
a
V

 

l

 

)
$
R
e
d
 
r
a
h

l
i

m

(

1 800

1 350

960

630

2005

2007

2011

2013

2009
Ano

540

450

120

90

270

2009
Ano

2005

2007

2011

2013

A rentabilidade do aluguel de um imóvel é calculada pela razão entre o valor mensal

de aluguel e o valor de mercado desse imóvel.

Com base nos dados fornecidos, em que ano a rentabilidade do aluguel foi maior?

A

2005

B

C

2007

2009

D

2011

E

2013

/",26
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 171 - Matemática e suas Tecnologias,"Nos cinco jogos finais da última temporada, com uma média de 18 pontos por jogo,
um  jogador  foi  eleito  o  melhor  do  campeonato  de  basquete.  Na  atual  temporada,  cinco
jogadores têm a chance de igualar ou melhorar essa média. No quadro estão registradas

as pontuações desses cinco jogadores nos quatro primeiros jogos das finais deste ano.

Jogadores

Jogo 1

Jogo 2

Jogo 3

Jogo 4

I

II

III

IV

V

12

12

14

15

22

25

12

14

18

15

20

27

17

21

23

20

20

26

21

15

O quinto e último jogo será realizado para decidir a equipe campeã e qual o melhor

jogador da temporada.

O jogador que precisa fazer a menor quantidade de pontos no quinto jogo, para igualar a

média de pontos do melhor jogador da temporada passada, é o

A

I.

B

C

II.

III.

D

IV.

E

V.

/",29
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 172 - Matemática e suas Tecnologias,"Um  casal  planeja  construir  em  sua  chácara  uma  piscina  com  o  formato  de  um
paralelepípedo reto retângulo com capacidade para 90 000 L de água. O casal contratou
uma empresa de construções que apresentou cinco projetos com diferentes combinações
nas  dimensões  internas  de  profundidade,  largura  e  comprimento.  A  piscina  a  ser
construída  terá  revestimento  interno  em  suas  paredes  e  fundo  com  uma  mesma

cerâmica, e o casal irá escolher o projeto que exija a menor área de revestimento.

As  dimensões  internas  de  profundidade,  largura  e  comprimento,  respectivamente,

para cada um dos projetos, são:

• projeto I: 1,8 m, 2,0 m e 25,0 m;

• projeto II: 2,0 m, 5,0 m e 9,0 m;

• projeto III: 1,0 m, 6,0 m e 15,0 m;

• projeto IV: 1,5 m, 15,0 m e 4,0 m;

• projeto V: 2,5 m, 3,0 m e 12,0 m.

O projeto que o casal deverá escolher será o

A

I.

B

C

II.

III.

D

IV.

E

V.

/",13
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 173 - Matemática e suas Tecnologias,"Uma  instituição  de  ensino  superior  ofereceu  vagas  em  um  processo  seletivo  de

acesso  a  seus  cursos.  Finalizadas  as  inscrições,  foi  divulgada  a  relação  do  número  de
candidatos por vaga em cada um dos cursos oferecidos. Esses dados são apresentados
no quadro.

Número
de vagas
oferecidas

Número
de candidatos
por vaga

Curso

Administração

Ciências Contábeis

Engenharia Elétrica

História

Letras

Pedagogia

30

40

50

30

25

25

6

6

7

8

4

5

Qual foi o número total de candidatos inscritos nesse processo seletivo?

A

200

B

C

400

1 200

D

1 235

E

7 200

/",25
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 174 - Matemática e suas Tecnologias,"Peças  metálicas  de  aeronaves  abandonadas  em  aeroportos  serão  recicladas.  Uma
dessas peças é maciça e tem o formato cilíndrico, com a medida do raio da base igual a
4 cm e a da altura igual a 50 cm. Ela será derretida, e o volume de metal resultante será

utilizado  para  a  fabricação  de  esferas  maciças  com  diâmetro  de  1  cm,  a  serem  usadas
para  confeccionar  rolamentos.  Para  estimar  a  quantidade  de  esferas  que  poderão  ser
produzidas a partir de cada uma das peças cilíndricas, admite-se que não ocorre perda de
material durante o processo de derretimento.

Quantas dessas esferas poderão ser obtidas a partir de cada peça cilíndrica?

A

800

B

C

1 200

2 400

D

4 800

E

6 400

/",8
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 175 - Matemática e suas Tecnologias,"Ao escutar a notícia de que um filme recém-lançado arrecadou, no primeiro mês de
lançamento, R$ 1,35 bilhão em bilheteria, um estudante escreveu corretamente o número
que representa essa quantia, com todos os seus algarismos.

O número escrito pelo estudante foi

A

135 000,00.

B

C

1 350 000,00.

13 500 000,00.

D

135 000 000,00.

E

1 350 000 000,00.

/",1
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 176 - Matemática e suas Tecnologias,"O governo de um estado pretende realizar uma obra de infraestrutura para auxiliar na

integração  e  no  processo  de  escoamento  da  produção  agrícola  de  duas  cidades.
O  projeto  consiste  na  interligação  direta  das  cidades  A  e  B  com  a  Rodovia  003,  pela
construção das Rodovias 001 e 002. As duas rodovias serão construídas em linha reta e
deverão se conectar à Rodovia 003 em um mesmo ponto, conforme esboço apresentado
na figura, na qual estão também indicadas as posições das cidades A e B, considerando
o eixo x posicionado sobre a Rodovia 003, e cinco localizações sugeridas para o ponto de

conexão entre as três rodovias.

y (km)
40

Cidade A

Rodovia 001
Rodovia 002

Cidade B

Rodovia 003

I

II

III

IV

V

0

5 10 15 20 25 30 35 40 45 50 55 x (km)

Pretende-se  que  a  distância  percorrida  entre  as  duas  cidades,  pelas

Rodovias 001 e 002, passando pelo ponto de conexão, seja a menor possível.

Dadas  as  exigências  do  projeto,  qual  das  localizações  sugeridas  deve  ser  a  escolhida
para o ponto de conexão?

30

20

10

A

I

B

C

II

III

D

IV

E

V

/",9
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 177 - Matemática e suas Tecnologias,"Uma pessoa precisa contratar um operário para fazer um serviço em sua casa. Para

isso, ela postou um anúncio em uma rede social.

Cinco  pessoas  responderam  informando  preços  por  hora  trabalhada,  gasto  diário

com  transporte  e  tempo  necessário  para  conclusão  do  serviço,  conforme  valores
apresentados no quadro.

Operário

Preço por
hora
(real)

Preço do
transporte
(real)

Tempo até
conclusão
(hora)

I

II

III

IV

V

120

180

170

110

110

0,00

0,00

20,00

10,00

0,00

8

6

6

9

10

Se  a  pessoa  pretende  gastar  o  mínimo  possível  com  essa  contratação,  irá  contratar  o
operário

A

I.

B

C

II.

III.

D

IV.

E

V.

/",26
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 178 - Matemática e suas Tecnologias,"Uma  cozinheira  produz  docinhos  especiais  por  encomenda.  Usando  uma
receita-base de massa, ela prepara uma porção, com a qual produz 50 docinhos maciços
de formato esférico, com 2 cm de diâmetro. Um cliente encomenda 150 desses docinhos,
mas  pede  que  cada  um  tenha  formato  esférico  com  4  cm  de  diâmetro.  A  cozinheira
pretende preparar o número exato de porções da receita-base de massa necessário para

produzir os docinhos dessa encomenda.

Quantas porções da receita-base de massa ela deve preparar para atender esse cliente?

A

B

C

2

3

6

D

12

E

24

/",12
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 179 - Matemática e suas Tecnologias,"A esperança de vida ao nascer é o número médio de anos que um indivíduo tende a
viver  a  partir  de  seu  nascimento,  considerando  dados  da  população.  No  Brasil,  esse

número vem aumentando consideravelmente, como mostra o gráfico.

Esperança de vida ao nascer

74,23

73,95

73,67

73,4

73,09

72,78

2008

2009

2010

2011

2012

2013

Disponível em: http://cod.ibge.gov.br. Acesso em: 6 mar. 2014 (adaptado).

Pode-se  observar  que  a  esperança  de  vida  ao  nascer  em  2012  foi  exatamente  a
média das registradas nos anos de 2011 e 2013. Suponha que esse fato também ocorreu
com a esperança de vida ao nascer em 2013, em relação às esperanças de vida de 2012
e de 2014.

Caso a suposição feita tenha sido confirmada, a esperança de vida ao nascer no Brasil no
ano de 2014 terá sido, em ano, igual a

75

74

73

72

A

74,23.

B

C

74,51.

75,07.

D

75,23.

E

78,49.

/",24
2022,Matemática e suas Tecnologias,MT,AZUL,1075,Questão 180 - Matemática e suas Tecnologias,"Na  figura  estão  destacadas  duas  trajetórias  sobre  a  superfície  do  globo  terrestre,
descritas ao se percorrer parte dos meridianos 1, 2 e da Linha do Equador, sendo que os
 é paralelo
meridianos 1 e 2 estão contidos em planos perpendiculares entre si. O plano 

ao que contém a Linha do Equador.

Meridiano 2

N

Meridiano 1

Linha do Equador

S

α

A vista superior da projeção ortogonal sobre o plano 

 dessas duas trajetórias é

A

B

C

D

E

/",6
2021,Matemática e suas Tecnologias,MT,AZUL,899,136,"Um  segmento  de  reta  está  dividido  em  duas  partes  na  proporção  áurea  quando  o
todo  está  para  uma  das  partes  na  mesma  razão  em  que  essa  parte  está  para  a  outra.
Essa constante de proporcionalidade é comumente representada pela letra grega φ, e seu
valor é dado pela solução positiva da equação φ  = φ + 1.
2
Assim  como  a  potência  φ ,  as  potências  superiores  de  φ  podem  ser  expressas  da
2
forma aφ + b, em que a e b são inteiros positivos, como apresentado no quadro.
A potência φ , escrita na forma aφ + b (a e b são inteiros positivos), é
7
## A
5φ + 3
## B
## C
7φ + 2
9φ + 6
## D
11φ + 7
## E
13φ + 8",2
2021,Matemática e suas Tecnologias,MT,AZUL,899,137,"O  Atomium,  representado  na  imagem,  é  um  dos  principais  pontos  turísticos  de
Bruxelas. Ele foi construído em 1958 para a primeira grande exposição mundial depois da
Segunda Guerra Mundial, a Feira Mundial de Bruxelas.
Trata-se de uma estrutura metálica construída no formato de um cubo. Essa estrutura
está apoiada por um dos vértices sobre uma base paralela ao plano do solo, e a diagonal
do  cubo,  contendo  esse  vértice,  é  ortogonal  ao  plano  da  base.  Centradas  nos  vértices
desse  cubo,  foram  construídas  oito  esferas  metálicas,  e  uma  outra  esfera  foi  construída
centrada no ponto de interseção das diagonais do cubo. As oito esferas sobre os vértices
são  interligadas  segundo  suas  arestas,  e  a  esfera  central  se  conecta  a  elas  pelas
diagonais do cubo.
Todas essas interligações são feitas por tubos cilíndricos que possuem escadas em
seu  interior,  permitindo  o  deslocamento  de  pessoas  pela  parte  interna  da  estrutura.  Na
diagonal  ortogonal  à  base,  o  deslocamento  é  feito  por  um  elevador,  que  permite  o
deslocamento  entre  as  esferas  da  base  e  a  esfera  do  ponto  mais  alto,  passando  pela
esfera central.
as diagonais do cubo.
Considere  um  visitante  que  se  deslocou  pelo  interior  do  Atomium  sempre  em  linha
reta e seguindo o menor trajeto entre dois vértices, passando por todas as arestas e todas
A  projeção  ortogonal  sobre  o  plano  do  solo  do  trajeto  percorrido  por  esse  visitante  é
representada por
Disponível em: http://trupedatrip.com. Acesso em: 25 out. 2019.
## A
## B
## C
## D
## E",6
2021,Matemática e suas Tecnologias,MT,AZUL,899,138,"A Copa do Brasil teve, até a edição de 2018, 15 times diferentes como campeões da
competição,  conforme  apresentado  na  imagem.  Suponha  que,  como  homenagem  aos
times campeões, a Confederação Brasileira de Futebol (CBF) pretenda colocar um painel
na sua sede. Esse painel teria 6 linhas e, em cada uma delas, 5 placas, referentes a cada
edição da competição, com o nome do time vencedor, o brasão e o ano do título. O painel
deve ser fabricado de modo que a primeira linha só tenha clubes gaúchos (Internacional,
times  cariocas  (Flamengo,  Vasco  e
Grêmio  e  Juventude);  a  segunda,  apenas 
Fluminense);  a  terceira,  somente  times  mineiros  (Cruzeiro  e  Atlético  Mineiro);  a  quarta,
exclusivamente  clubes  paulistas  (Corinthians,  Palmeiras,  Santos,  Paulista  FC,  Santo
André), e as duas últimas sem nenhuma restrição.
Disponível em: http://campeoesdofutebol.com.br. Acesso em: 1 nov. 2018 (adaptado).
Qual expressão determina a quantidade de painéis diferentes que a CBF poderá montar?
## A
## B
## C
## D
## E",
2021,Matemática e suas Tecnologias,MT,AZUL,899,139,"Uma  rede  de  hamburgueria  tem  três  franquias  em  cidades  distintas.  Visando  incluir
um novo tipo de lanche no cardápio, o gerente de marketing da rede sugeriu que fossem
colocados à venda cinco novos tipos de lanche, em edições especiais. Os lanches foram
oferecidos  pelo  mesmo  período  de  tempo  em  todos  os  franqueados.  O  tipo  que
apresentasse  a  maior  média  por  franquia  seria  incluído  definitivamente  no  cardápio.
Terminado  o  período  de  experiência,  a  gerência  recebeu  um  relatório  descrevendo  as
quantidades  vendidas,  em  unidade,  de  cada  um  dos  cinco  tipos  de  lanche  nas  três
franquias.
Com base nessas informações, a gerência decidiu incluir no cardápio o lanche de tipo
## A
## I.
## B
## C
## II.
## III.
## D
## IV.
## E
## V.",29
2021,Matemática e suas Tecnologias,MT,AZUL,899,140,"Uma  grande  rede  de  supermercados  adota  um  sistema  de  avaliação  dos
faturamentos de suas filiais, considerando a média de faturamento mensal em milhão. A
matriz  da  rede  paga  uma  comissão  para  os  representantes  dos  supermercados  que
atingirem uma média de faturamento mensal (M), conforme apresentado no quadro.
Um  supermercado  da  rede  obteve  os  faturamentos  num  dado  ano,  conforme
apresentado no quadro.
Nas  condições  apresentadas,  os  representantes  desse  supermercado  avaliam  que
receberão, no ano seguinte, a comissão de tipo
## A
## I.
## B
## C
## II.
## III.
## D
## IV.
## E
## V.",29
2021,Matemática e suas Tecnologias,MT,AZUL,899,141,"Aplicativos que gerenciam serviços de hospedagem têm ganhado espaço no Brasil e
no  mundo  por  oferecer  opções  diferenciadas  em  termos  de  localização  e  valores  de
hospedagem.  Em  um  desses  aplicativos,  o  preço  P  a  ser  pago    pela  hospedagem  é
calculado considerando um preço por diária d, acrescido de uma taxa fixa de limpeza L e
de uma taxa de serviço. Essa taxa de serviço é um valor percentual s calculado sobre o
valor pago pelo total das diárias.
Nessa situação, o preço a ser pago ao aplicativo para uma hospedagem de n diárias pode
ser obtido pela expressão
## A
## B
## C
## D
## E",19
2021,Matemática e suas Tecnologias,MT,AZUL,899,142,"O  organizador  de  uma  competição  de  lançamento  de  dardos  pretende  tornar  o
campeonato  mais  competitivo.  Pelas  regras  atuais  da  competição,  numa  rodada,  o
jogador lança 3 dardos e pontua caso acerte pelo menos um deles no alvo. O organizador
considera que, em média, os jogadores têm, em cada lançamento, 
 de probabilidade de
acertar um dardo no alvo.
A  fim  de  tornar  o  jogo  mais  atrativo,  planeja  modificar  as  regras  de  modo  que  a
probabilidade  de  um  jogador  pontuar  em  uma  rodada  seja  igual  ou  superior  a 
.  Para
isso, decide aumentar a quantidade de dardos a serem lançados em cada rodada.
Com  base  nos  valores  considerados  pelo  organizador  da  competição,  a  quantidade
mínima de dardos que devem ser disponibilizados em uma rodada para tornar o jogo mais
atrativo é
## A
2.
## B
## C
4.
6.
## D
9.
## E
10.",30
2021,Matemática e suas Tecnologias,MT,AZUL,899,143,"O  gráfico  apresenta  o  nível  de  ocupação  dos  cinco  reservatórios  de  água  que
abasteciam uma cidade em 2 de fevereiro de 2015.
Nessa data, o reservatório com o maior volume de água era o
## A
## I.
## B
## C
## II.
## III.
## D
## IV.
## E
## V.",26
2021,Matemática e suas Tecnologias,MT,AZUL,899,144,"Uma  pessoa  realizou  uma  pesquisa  com  alguns  alunos  de  uma  escola,  coletando
suas idades, e organizou esses dados no gráfico.
Qual é a média das idades, em ano, desses alunos?
## A
9
## B
## C
12
18
## D
19
## E
27",27
2021,Matemática e suas Tecnologias,MT,AZUL,899,145,"Em  um  estudo  realizado  pelo  IBGE  em  quatro  estados  e  no  Distrito  Federal,  com
mais de 5 mil pessoas com 10 anos ou mais, observou-se que a leitura ocupa, em média,
apenas seis minutos do dia de cada pessoa. Na faixa de idade de 10 a 24 anos, a média
diária  é  de  três  minutos.  No  entanto,  no  grupo  de  idades  entre  24  e  60  anos,  o  tempo
médio  diário  dedicado  à  leitura  é  de  5  minutos.  Entre  os  mais  velhos,  com  60  anos  ou
mais, a média é de 12 minutos.
A quantidade de pessoas entrevistadas de cada faixa de idade seguiu a distribuição
percentual descrita no quadro.
Disponível em: www.oglobo.globo.com. Acesso em: 16 ago. 2013 (adaptado).
Os valores de x e y do quadro são, respectivamente, iguais a
## A
10 e 80.
## B
## C
10 e 90.
20 e 60.
## D
20 e 80.
## E
25 e 50.",28
2021,Matemática e suas Tecnologias,MT,AZUL,899,146,"Um zootecnista pretende testar se uma nova ração para coelhos é mais eficiente do
que a que ele vem utilizando atualmente. A ração atual proporciona uma massa média de
10 kg por coelho, com um desvio padrão de 1 kg, alimentado com essa ração durante um
período de três meses.
O zootecnista selecionou uma amostra de coelhos e os alimentou com a nova ração
pelo  mesmo  período  de  tempo.  Ao  final,  anotou  a  massa  de  cada  coelho,  obtendo  um
desvio padrão de 1,5 kg para a distribuição das massas dos coelhos dessa amostra.
Para avaliar a eficiência dessa ração, ele utilizará o coeficiente de variação (CV ) que
é uma medida de dispersão definida por 
 , em que s representa o desvio padrão
,  a  média  das  massas  dos  coelhos  que  foram  alimentados  com  uma  determinada
e 
ração.
O  zootecnista  substituirá  a  ração  que  vinha  utilizando  pela  nova,  caso  o  coeficiente
de variação da distribuição das massas dos coelhos que foram alimentados com a nova
ração for menor do que o coeficiente de variação da distribuição das massas dos coelhos
que foram alimentados com a ração atual.
A substituição da ração ocorrerá se a média da distribuição das massas dos coelhos da
amostra, em quilograma, for superior a
## A
5,0.
## B
## C
9,5.
10,0.
## D
10,5.
## E
15,0.",28
2021,Matemática e suas Tecnologias,MT,AZUL,899,147,"A Cifra de César é um exemplo de um método de codificação de mensagens usado
por Júlio César para se comunicar com seus generais.
No método, cada letra era trocada por uma letra que aparecia no alfabeto um número
fixo  de  casas  adiante  (ou  atrás)  de  forma  cíclica.  A  seguir  temos  um  exemplo  em  que
cada letra é substituída pela que vem três posições à frente.
Para quebrar um código como esse, a análise de frequências das letras de um texto
é uma ferramenta importante.
Uma análise do texto do romance O guarani, de José de Alencar, que é composto por
491 631 letras, gerou o seguinte gráfico de frequências:
Disponível em: www.dominiopublico.gov.br. Acesso em: 7 fev. 2015.
Após codificar esse texto com a regra do exemplo fornecido, faz-se nova análise de
frequência no texto codificado.
As  quatro  letras  mais  frequentes,  em  ordem  decrescente  de  frequência,  do  texto
codificado são
## A
A, E, O e S.
B D, E, F e G.
C D, H, R e V.
D R, L, B e X.
## E
X, B, L e P.",25
2021,Matemática e suas Tecnologias,MT,AZUL,899,148,"O  quadro  apresenta  o  número  de  terremotos  de  magnitude  maior  ou  igual  a  7,  na
escala Richter, ocorridos em nosso planeta nos anos de 2000 a 2011.
                      Disponível em: https://earthquake.usgs.gov/earthquakes/browse/m7-world.php. 
Acesso em: 13 ago. 2012 (adaptado)
Um  pesquisador  acredita  que  a  mediana  representa  bem  o  número  anual  típico  de
terremotos em um período.
Segundo esse pesquisador, o número anual típico de terremotos de magnitude maior ou
igual a 7 é
## A
11.
## B
## C
15.
15,5.
## D
15,7.
## E
17,5.",27
2021,Matemática e suas Tecnologias,MT,AZUL,899,149,"A receita R de uma empresa ao final de um mês é o dinheiro captado com a venda
de  mercadorias  ou  com  a  prestação  de  serviços  nesse  mês,  e  a  despesa  D  é  todo  o
dinheiro  utilizado  para  pagamento  de  salários,  contas  de  água  e  luz,  impostos,  entre
outros. O lucro mensal obtido ao final do mês é a diferença entre a receita e a despesa
registradas  no  mês.  O  gráfico  apresenta  as  receitas  e  despesas,  em  milhão  de  real,  de
uma empresa ao final dos cinco primeiros meses de um dado ano.
A previsão para os próximos meses é que o lucro mensal não seja inferior ao maior
lucro obtido até o mês de maio.
Nessas condições, o lucro mensal para os próximos meses deve ser maior ou igual ao do
mês de
## A
## B
janeiro.
fevereiro.
C março.
## D
abril.
E maio.",24
2021,Matemática e suas Tecnologias,MT,AZUL,899,150,"A depressão  caracteriza-se  por  um desequilíbrio na química cerebral. Os neurônios
de  um  deprimido  não  respondem  bem  aos  estímulos  dos  neurotransmissores.  Os
remédios que combatem a depressão têm o objetivo de restabelecer a química cerebral.
Com  o  aumento  gradativo  de  casos  de  depressão,  a  venda  desses  medicamentos  está
em crescente evolução, conforme ilustra o gráfico.
No período de 2005 a 2009, o aumento percentual no volume de vendas foi de
Veja, 10 fev. 2010 (adaptado).
## A
45,4.
## B
## C
54,5.
120.
## D
220.
## E
283,2.",25
2021,Matemática e suas Tecnologias,MT,AZUL,899,151,"Um  casal  está  planejando  comprar  um  apartamento  de  dois  quartos  num  bairro  de
uma  cidade  e  consultou  a  página  de  uma  corretora  de 
imóveis,  encontrando
105 apartamentos de dois quartos à venda no bairro desejado. Eles usaram um aplicativo
da corretora para gerar a distribuição dos preços do conjunto de imóveis selecionados.
O gráfico ilustra a distribuição de frequências dos preços de venda dos apartamentos
dessa lista (em mil reais), no qual as faixas de preço são dadas por ]300, 400], ]400, 500],
]500, 600], ]600, 700], ]700, 800], ]800, 900], ]900, 1 000], ]1 000, 1 100], ]1 100, 1 200] e
]1 200, 1 300].
A  mesma  corretora  anuncia  que  cerca  de  50%  dos  apartamentos  de  dois  quartos
nesse bairro, publicados em sua página, têm preço de venda inferior a 550 mil reais. No
entanto,  o  casal  achou  que  essa  última  informação  não  era  compatível  com  o  gráfico
obtido.    
Com base no gráfico obtido, o menor preço, p (em mil reais), para o qual pelo menos 50%
dos apartamentos apresenta preço inferior a p é
## A
600.
## B
## C
700.
800.
## D
900.
## E
1 000.",26
2021,Matemática e suas Tecnologias,MT,AZUL,899,152,"Para  a  comunicação  entre  dois  navios  é  utilizado  um  sistema  de  codificação  com
base  em  valores  numéricos.  Para  isso,  são  consideradas  as  operações  triângulo 
estrela 
,  definidas  sobre  o  conjunto  dos  números  reais  por 
  e
  e 
.
O navio que deseja enviar uma mensagem deve fornecer um valor de entrada b, que
irá  gerar  um  valor  de  saída,  a  ser  enviado  ao  navio  receptor,  dado  pela  soma  das  duas
maiores  soluções  da  equação 
.  Cada  valor  possível  de  entrada  e
saída representa uma mensagem diferente já conhecida pelos dois navios.
Um navio deseja enviar ao outro a mensagem ""ATENÇÃO!"". Para isso, deve utilizar o
valor de entrada b = 1.
Dessa forma, o valor recebido pelo navio receptor será
## A
## B
## C
## D
## E",21
2021,Matemática e suas Tecnologias,MT,AZUL,899,153,"Um  parque  temático  brasileiro  construiu  uma  réplica  em  miniatura  do  castelo  de
Liechtenstein.  O  castelo  original,  representado  na  imagem,  está  situado  na  Alemanha  e
foi  reconstruído  entre  os  anos  de  1840  e  1842,  após  duas  destruições  causadas  por
guerras.
O  castelo  possui  uma  ponte  de  38,4  m  de  comprimento  e  1,68  m  de  largura.  O
artesão  que  trabalhou  para  o  parque  produziu  a  réplica  do  castelo,  em  escala.  Nessa
obra, as medidas do comprimento e da largura da ponte eram, respectivamente, 160 cm e
7 cm.
A escala utilizada para fazer a réplica é
## A
1 : 576
## B
## C
1 : 240
1 : 24
## D
1 : 4,2
## E
1 : 2,4",11
2021,Matemática e suas Tecnologias,MT,AZUL,899,154,"A  demografia  médica  é  o  estudo  da  população  de  médicos  no  Brasil  nos  aspectos
quantitativo  e  qualitativo,  sendo  um    dos  seus  objetivos  fazer  projeções  sobre  a
necessidade da formação de novos médicos. Um desses estudos gerou um conjunto de
dados que aborda a evolução do número de médicos e da população brasileira por várias
décadas. O quadro apresenta parte desses dados.
Segundo  uma  projeção  estatística,  a  variação  do  número  de  médicos  e  o  da
população brasileira de  2010 para 2020 será a média entre a variação de 1990 para 2000
e  a  de  2000  para  2010.  Com  o  resultado  dessa  projeção,  determina-se  o  número  de
médicos por mil habitantes no ano de 2020.  
Disponível em: www.cremesp.org.br. Acesso em: 24 jun. 2015 (adaptado).
O  número,  com  duas  casas  na  parte  decimal,  mais  próximo  do  número  de  médicos  por
mil habitantes no ano de 2020 seria de
## A
0,17.
## B
## C
0,49.
1,71.
## D
2,06.
## E
3,32.",24
2021,Matemática e suas Tecnologias,MT,AZUL,899,155,"Um  atleta  produz  sua  própria  refeição  com  custo  fixo  de  R$  10,00.  Ela  é  composta
por  400  g  de  frango,  600  g  de  batata-doce  e  uma  hortaliça.  Atualmente,  os  preços  dos
produtos para essa refeição são:
Em relação a esses preços, haverá um aumento de 50% no preço do quilograma de
batata-doce, e os outros preços não serão alterados. O atleta deseja manter o custo da
refeição,  a  quantidade  de  batata-doce  e  a  hortaliça.  Portanto,  terá  que  reduzir  a
quantidade de frango.
Qual  deve  ser  a  redução  percentual  da  quantidade  de  frango  para  que  o  atleta  alcance
seu objetivo?
## A
12,5
## B
## C
28,0
30,0
## D
50,0
## E
70,0",18
